,start_page,end_page,guid,pages,ship_name,hull_number,country,base_port,ship_class,ship_type,ship_role,displacement_full_load_tons,length_metres,beam_metres,draught_metres,hull_form,hull_shape,bow_shape,speed_knots,complement_total_personnel,superstructure_layout,distinct_superstructure_blocks_number,funnel_arrangement,funnels_total,funnel_shape,spacing_between_funnels,smokestacks_total,main_machinery,main_gun,main_gun_caliber_inches,main_gun_turrets_total,torpedo_tubes_visible_number,length_to_beam_ratio,approximate_size_category,mast_configuration,freeboard_height,radar_configuration,radar_airsearch,radar_surfacesearch,radar_firecontrol,sonar,gunmounts_position,gunmounts_number,gunmounts_size,missile_launchers,CIWS,CIWS_positions,flight_deck,hangar,hangar_capacity,helicopter_platform,helicopter_capacity,builder,launch_year,commission_year,CIWS_count,CIWS_type
999,559,562,de273e0c-dae3-4bc2-be01-82690c8fe2eb,559-562,Te Mana,F 111,New Zealand,,Anzac (MEKO 200),Helicopter Frigate,Frigate,3600.0,118.0,14.8,4.4,Monohull,Sleek,Bulbous,27.0,163.0,Stealthy/angular,1,Integrated,0.0,,,0.0,CODOG; 1 GE LM 2500 gas turbine; 2 MTU 12V 1163 TB83 diesels,1 5 in (127 mm)/54 Mk 45 Mod 2,5.0,1.0,,Long and narrow,"Medium (2,000-6,000 tons)",Enclosed,Medium,Simple arrays (1-2 basic radars),Raytheon SPS-49(V)8; C/D-band,CelsiusTech 9LV 453 TIR; G/H-band,CelsiusTech 9LV 453; I/J-band,Thomson Sintra Spherion B Mod 5; hull-mounted,Forward,1.0,Large (76mm-127mm),"Sea Sparrow SAM, RIM-116 RAM (fitted for)",1 Phalanx,Amidships,y,y,1.0,y,1.0,"Transfield Defence Systems, Williamstown",1996.0,1997.0,1,Phalanx
1000,559,562,d30aa348-d364-4055-80cf-41e08f23a527,559-562,Otago,P 148,New Zealand,,Protector,Offshore Patrol Boat,Offshore Patrol Vessel,1600.0,85.0,14.0,3.6,Monohull,Sleek,Bulbous,22.0,79.0,Central block,1,Underwater exhaust,0.0,,,0.0,2 MAN Burmeister & Wain 12 RK 280 diesels,1 MSI DS 25M 25 mm,0.98,1.0,,Balanced,"Small (500-2,000 tons)",Enclosed,High,Simple arrays (1-2 basic radars),,I-band,,,Forward,1.0,Medium (30mm-76mm),,,,y,,,y,1.0,"Tenix Defence Systems, Williamstown",2007.0,2009.0,,
1001,559,562,d30aa348-d364-4055-80cf-41e08f23a527,559-562,Wellington,P 55,New Zealand,,Protector,Offshore Patrol Boat,Offshore Patrol Vessel,1600.0,85.0,14.0,3.6,Monohull,Sleek,Bulbous,22.0,79.0,Central block,1,Underwater exhaust,0.0,,,0.0,2 MAN Burmeister & Wain 12 RK 280 diesels,1 MSI DS 25M 25 mm,0.98,1.0,,Balanced,"Small (500-2,000 tons)",Enclosed,High,Simple arrays (1-2 basic radars),,I-band,,,Forward,1.0,Medium (30mm-76mm),,,,y,,,y,1.0,"Tenix Defence Systems, Williamstown",2007.0,2009.0,,
1002,559,562,2d3e0825-0632-434d-9d08-ac718836e39f,559-562,Rotoiti,P 3568,New Zealand,,Lake,Offshore Patrol Boat,Inshore Patrol Vessel,340.0,55.0,9.0,2.9,Monohull,Sleek,Axe bow,25.0,35.0,Central block,1,Underwater exhaust,0.0,,,0.0,2 MAN Burmeister & Wain 12VP 195 diesels,3 x 12.7 mm MGs,0.5,3.0,,Long and narrow,Very Small (<500 tons),Enclosed,Medium,Simple arrays (1-2 basic radars),,I-band,,,Multiple positions,3.0,Small (<30mm - CIWS small caliber),,,,,,,,,Tenix Defence Systems,2007.0,2009.0,,
1003,559,562,2d3e0825-0632-434d-9d08-ac718836e39f,559-562,Hawea,P 3571,New Zealand,,Lake,Offshore Patrol Boat,Inshore Patrol Vessel,340.0,55.0,9.0,2.9,Monohull,Sleek,Axe bow,25.0,35.0,Central block,1,Underwater exhaust,0.0,,,0.0,2 MAN Burmeister & Wain 12VP 195 diesels,3 x 12.7 mm MGs,0.5,3.0,,Long and narrow,Very Small (<500 tons),Enclosed,Medium,Simple arrays (1-2 basic radars),,I-band,,,Multiple positions,3.0,Small (<30mm - CIWS small caliber),,,,,,,,,Tenix Defence Systems,2007.0,2009.0,,
1004,559,562,2d3e0825-0632-434d-9d08-ac718836e39f,559-562,Pukaki,P 3569,New Zealand,,Lake,Offshore Patrol Boat,Inshore Patrol Vessel,340.0,55.0,9.0,2.9,Monohull,Sleek,Axe bow,25.0,35.0,Central block,1,Underwater exhaust,0.0,,,0.0,2 MAN Burmeister & Wain 12VP 195 diesels,3 x 12.7 mm MGs,0.5,3.0,,Long and narrow,Very Small (<500 tons),Enclosed,Medium,Simple arrays (1-2 basic radars),,I-band,,,Multiple positions,3.0,Small (<30mm - CIWS small caliber),,,,,,,,,Tenix Defence Systems,2007.0,2009.0,,
1005,559,562,2d3e0825-0632-434d-9d08-ac718836e39f,559-562,Taupo,P 3570,New Zealand,,Lake,Offshore Patrol Boat,Inshore Patrol Vessel,340.0,55.0,9.0,2.9,Monohull,Sleek,Axe bow,25.0,35.0,Central block,1,Underwater exhaust,0.0,,,0.0,2 MAN Burmeister & Wain 12VP 195 diesels,3 x 12.7 mm MGs,0.5,3.0,,Long and narrow,Very Small (<500 tons),Enclosed,Medium,Simple arrays (1-2 basic radars),,I-band,,,Multiple positions,3.0,Small (<30mm - CIWS small caliber),,,,,,,,,Tenix Defence Systems,2007.0,2009.0,,
1006,559,562,cf147b1c-0058-4082-b61b-1ceb8eeb22e0,559-562,Resolution,A 14,New Zealand,,Stalwart,Survey Ship,Survey,2262.0,68.3,13.1,5.7,Monohull,Bulky,Bulbous,11.0,48.0,Central block,1,Single compact,1.0,Raked,Integrated,1.0,Diesel-electric; 2 Caterpillar D 398 diesel generators; 2 motors; bow thruster,,,0.0,,Long and narrow,"Small (500-2,000 tons)",Two,High,Simple arrays (1-2 basic radars),,2 Raytheon; I-band,,,,0.0,,,,,,,,,,"Halter Marine, Moss Point",1988.0,1989.0,,
1007,559,562,f11f6364-4df0-47bf-9320-cd2e8b595391,559-562,Adventure,A 05,New Zealand,,Survey Motor Boat,Sail Training Craft,Survey,8.0,11.2,5.0,0.7,Catamaran,Sleek,Fine,25.0,3.0,Minimal,1,Underwater exhaust,0.0,,,0.0,2 Volvo-Penta AD41 DP diesels,,,0.0,,Long and narrow,Very Small (<500 tons),nan,Very Low,Simple arrays (1-2 basic radars),,I-band,,,,0.0,,,,,,,,,,"Kumeu, North Auckland",1998.0,1998.0,,
1008,559,562,e94e253a-f9cf-42b9-9c16-63b68f076d10,559-562,LO 01,LO 01,New Zealand,Canterbury,Landing Craft,Landing Craft Mechanized,Landing Craft,100.0,23.0,6.4,0.7,Monohull,Bulky,Bluff,9.0,3.0,Minimal,1,Underwater exhaust,0.0,,,0.0,2 Scania DI9 44M diesels; 2 Veth Z-drive azimuth thrusters,,,0.0,,Balanced,Very Small (<500 tons),nan,Very Low,None/Minimal,,,,,,0.0,,,,,,,,,,"Zwingmann, Rotterdam",,2006.0,,
1009,559,562,e94e253a-f9cf-42b9-9c16-63b68f076d10,559-562,LO 02,LO 02,New Zealand,Canterbury,Landing Craft,Landing Craft Mechanized,Landing Craft,100.0,23.0,6.4,0.7,Monohull,Bulky,Bluff,9.0,3.0,Minimal,1,Underwater exhaust,0.0,,,0.0,2 Scania DI9 44M diesels; 2 Veth Z-drive azimuth thrusters,,,0.0,,Balanced,Very Small (<500 tons),nan,Very Low,None/Minimal,,,,,,0.0,,,,,,,,,,"Zwingmann, Rotterdam",,2006.0,,
1010,559,562,b03bae5b-7ed8-4b47-93ee-0702602fa896,559-562,Endeavour,A 11,New Zealand,,Replenishment Tanker,Replenishment Oiler Helicopter,Tanker,12390.0,54.1,18.4,7.0,Monohull,Bulky,Bulbous,15.0,45.0,Single continuous,1,Single compact,1.0,Raked,Integrated,1.0,1 MAN-Burmeister & Wain 12V52/52 diesel,,,0.0,,Long and narrow,"Large (6,000-12,000 tons)",Single foremast,High,Simple arrays (1-2 basic radars),,Racal Decca 1290A/S; ARPA 1805S; I-band,,,,0.0,,,,,y,,,y,,"Hyundai, South Korea",1987.0,1988.0,,
1011,559,562,73ae050b-978e-4936-b287-da1c52e715ea,559-562,Kahu,A 04,New Zealand,,Moa,Training Ship,Training,105.0,26.8,6.1,2.2,Monohull,Sleek,Raked,12.0,16.0,Single continuous,1,Underwater exhaust,0.0,,,0.0,2 Cummins KT1150M diesels,,,0.0,,Balanced,Very Small (<500 tons),Single foremast,Low,Simple arrays (1-2 basic radars),,Racal Decca Bridgemaster 2000; I-band,,,,0.0,,,,,,,,,,Whangarei Engineering and Construction Co Ltd,1978.0,1979.0,,
1012,559,562,5142f5be-a15a-4464-af68-e52f9aa4c88a,559-562,Canterbury,L 421,New Zealand,,Canterbury,Repair Cargo Ship / Survey Ship,Multirole Vessel,8870.0,131.2,23.4,5.6,Monohull,Flat-decked,Bulbous,19.0,80.0,Split fore/aft,Multiple,Single compact,1.0,Raked,Integrated,1.0,CODAD; 2 Wärtsilä 9L32 diesels,1 MSI 25 mm,0.98,1.0,,Balanced,"Small (500-2,000 tons)",Single foremast,High,Simple arrays (1-2 basic radars),,2 I-band,,,Forward,1.0,Medium (30mm-76mm),,,,y,y,2.0,y,2.0,"Merwede Shipyard, Netherlands",2006.0,2007.0,,
1013,562,563,b6ce539e-2486-4e37-b07f-4bbe07389ff7,562-563,GC 201,GC 201,Nicaragua,Atlantic Coast,Dabur,Patrol Boat,Patrol Boat,39.0,19.8,5.5,1.8,Monohull,Sleek,Raked,21.0,9.0,Single continuous,1,Underwater exhaust,0.0,,,0.0,2 Caterpillar 3406 diesels,,,0.0,,Long and narrow,Very Small (<500 tons),Single foremast,Low,Simple arrays (1-2 basic radars),,Furuno 2115; I-band,,,,0.0,,,,,,,,,,Israel,,1996.0,,
1014,562,563,b6ce539e-2486-4e37-b07f-4bbe07389ff7,562-563,GC 202,GC 202,Nicaragua,Atlantic Coast,Dabur,Patrol Boat,Patrol Boat,39.0,19.8,5.5,1.8,Monohull,Sleek,Raked,21.0,9.0,Single continuous,1,Underwater exhaust,0.0,,,0.0,2 Caterpillar 3406 diesels,,,0.0,,Long and narrow,Very Small (<500 tons),Single foremast,Low,Simple arrays (1-2 basic radars),,Furuno 2115; I-band,,,,0.0,,,,,,,,,,Israel,,1996.0,,
1015,562,563,b6ce539e-2486-4e37-b07f-4bbe07389ff7,562-563,GC 206,GC 206,Nicaragua,Atlantic Coast,Dabur,Patrol Boat,Patrol Boat,39.0,19.8,5.5,1.8,Monohull,Sleek,Raked,21.0,9.0,Single continuous,1,Underwater exhaust,0.0,,,0.0,2 Caterpillar 3406 diesels,,,0.0,,Long and narrow,Very Small (<500 tons),Single foremast,Low,Simple arrays (1-2 basic radars),,Furuno 2115; I-band,,,,0.0,,,,,,,,,,Israel,,1996.0,,
1016,562,563,1ba9d4e5-29f8-494d-a718-edc43b518d1e,562-563,GP 401-404,GP 401,Nicaragua,,Rodman 101,Patrol Boat,Patrol Boat,63.0,20.0,5.9,1.3,Monohull,Sleek,Axe bow,30.0,12.0,Single continuous,1,Underwater exhaust,0.0,,,0.0,2 Caterpillar 3412C diesels; Hamilton waterjets,,,0.0,,Long and narrow,Very Small (<500 tons),Enclosed,Low,Simple arrays (1-2 basic radars),,Furuno FR 2115; I-band,,,,0.0,,,,,,,,,,"Rodman, Vigo",,2007.0,,
1016,562,563,1ba9d4e5-29f8-494d-a718-edc43b518d1e,562-563,GP 401-404, GP 402,Nicaragua,,Rodman 101,Patrol Boat,Patrol Boat,63.0,20.0,5.9,1.3,Monohull,Sleek,Axe bow,30.0,12.0,Single continuous,1,Underwater exhaust,0.0,,,0.0,2 Caterpillar 3412C diesels; Hamilton waterjets,,,0.0,,Long and narrow,Very Small (<500 tons),Enclosed,Low,Simple arrays (1-2 basic radars),,Furuno FR 2115; I-band,,,,0.0,,,,,,,,,,"Rodman, Vigo",,2007.0,,
1016,562,563,1ba9d4e5-29f8-494d-a718-edc43b518d1e,562-563,GP 401-404, GP 403,Nicaragua,,Rodman 101,Patrol Boat,Patrol Boat,63.0,20.0,5.9,1.3,Monohull,Sleek,Axe bow,30.0,12.0,Single continuous,1,Underwater exhaust,0.0,,,0.0,2 Caterpillar 3412C diesels; Hamilton waterjets,,,0.0,,Long and narrow,Very Small (<500 tons),Enclosed,Low,Simple arrays (1-2 basic radars),,Furuno FR 2115; I-band,,,,0.0,,,,,,,,,,"Rodman, Vigo",,2007.0,,
1016,562,563,1ba9d4e5-29f8-494d-a718-edc43b518d1e,562-563,GP 401-404, GP 404,Nicaragua,,Rodman 101,Patrol Boat,Patrol Boat,63.0,20.0,5.9,1.3,Monohull,Sleek,Axe bow,30.0,12.0,Single continuous,1,Underwater exhaust,0.0,,,0.0,2 Caterpillar 3412C diesels; Hamilton waterjets,,,0.0,,Long and narrow,Very Small (<500 tons),Enclosed,Low,Simple arrays (1-2 basic radars),,Furuno FR 2115; I-band,,,,0.0,,,,,,,,,,"Rodman, Vigo",,2007.0,,
1017,562,563,233e2449-6774-49db-a87c-6f57d738dd42,562-563,,,Nicaragua,,Interceptor Craft,Fast Patrol Boat,Interceptor,,13.4,2.8,0.9,Monohull,Sleek,Axe bow,60.0,6.0,Minimal,1,Underwater exhaust,0.0,,,0.0,3 Yamnar diesels; Bravo X drives,,,0.0,,Long and narrow,Very Small (<500 tons),nan,Very Low,None/Minimal,,,,,,0.0,,,,,,,,,,"Mc-Tech, Fort Myers, FL",,2007.0,,
1018,563,566,0b98e701-3b6a-4a64-9ebe-797dff275e11,563-566,Aradu,F 89,Nigeria,Lagos,MEKO Type 360 H1,Guided Missile Helicopter Frigate,Frigate,3360.0,125.6,15.0,5.9,Monohull,Sleek,Bulbous,30.5,195.0,Central block,1,Twin side-by-side,2.0,Raked,Close,2.0,CODOG; 2 RR Olympus TM3B gas turbines; 2 MTU 20V 956 TB92 diesels,1 OTO Melara 5 in (127 mm)/54,5.0,1.0,,Long and narrow,"Medium (2,000-6,000 tons)",Two,Medium,Simple arrays (1-2 basic radars),Plessey AWS 5; E/F-band,,"Signaal STIR; I/J-band, Signaal WM 25; I/J-band",Atlas Elektronik EASO; hull-mounted,Forward,5.0,Large (76mm-127mm),"8 Otomat SSM, 24 Aspide SAM",,,y,y,1.0,y,1.0,"Blohm & Voss, Hamburg",1979.0,1982.0,,
1018,563,566,0b98e701-3b6a-4a64-9ebe-797dff275e11,563-566,Aradu,F 89,Nigeria,Lagos,MEKO Type 360 H1,Guided Missile Helicopter Frigate,Frigate,3360.0,125.6,15.0,5.9,Monohull,Sleek,Bulbous,30.5,195.0,Central block,1,Twin side-by-side,2.0,Raked,Close,2.0,CODOG; 2 RR Olympus TM3B gas turbines; 2 MTU 20V 956 TB92 diesels,1 OTO Melara 5 in (127 mm)/54,5.0,1.0,,Long and narrow,"Medium (2,000-6,000 tons)",Two,Medium,Simple arrays (1-2 basic radars),Plessey AWS 5; E/F-band,,"Signaal STIR; I/J-band, Signaal WM 25; I/J-band",Atlas Elektronik EASO; hull-mounted,Forward,5.0,Medium (30mm-76mm),"8 Otomat SSM, 24 Aspide SAM",,,y,y,1.0,y,1.0,"Blohm & Voss, Hamburg",1979.0,1982.0,,
1018,563,566,0b98e701-3b6a-4a64-9ebe-797dff275e11,563-566,Aradu,F 89,Nigeria,Lagos,MEKO Type 360 H1,Guided Missile Helicopter Frigate,Frigate,3360.0,125.6,15.0,5.9,Monohull,Sleek,Bulbous,30.5,195.0,Central block,1,Twin side-by-side,2.0,Raked,Close,2.0,CODOG; 2 RR Olympus TM3B gas turbines; 2 MTU 20V 956 TB92 diesels,1 OTO Melara 5 in (127 mm)/54,5.0,1.0,,Long and narrow,"Medium (2,000-6,000 tons)",Two,Medium,Simple arrays (1-2 basic radars),Plessey AWS 5; E/F-band,,"Signaal STIR; I/J-band, Signaal WM 25; I/J-band",Atlas Elektronik EASO; hull-mounted,Aft,5.0,Large (76mm-127mm),"8 Otomat SSM, 24 Aspide SAM",,,y,y,1.0,y,1.0,"Blohm & Voss, Hamburg",1979.0,1982.0,,
1018,563,566,0b98e701-3b6a-4a64-9ebe-797dff275e11,563-566,Aradu,F 89,Nigeria,Lagos,MEKO Type 360 H1,Guided Missile Helicopter Frigate,Frigate,3360.0,125.6,15.0,5.9,Monohull,Sleek,Bulbous,30.5,195.0,Central block,1,Twin side-by-side,2.0,Raked,Close,2.0,CODOG; 2 RR Olympus TM3B gas turbines; 2 MTU 20V 956 TB92 diesels,1 OTO Melara 5 in (127 mm)/54,5.0,1.0,,Long and narrow,"Medium (2,000-6,000 tons)",Two,Medium,Simple arrays (1-2 basic radars),Plessey AWS 5; E/F-band,,"Signaal STIR; I/J-band, Signaal WM 25; I/J-band",Atlas Elektronik EASO; hull-mounted,Aft,5.0,Medium (30mm-76mm),"8 Otomat SSM, 24 Aspide SAM",,,y,y,1.0,y,1.0,"Blohm & Voss, Hamburg",1979.0,1982.0,,
1019,563,566,b27bb0be-bc8f-4379-be4f-7b3affef3123,563-566,Enymiri,F 84,Nigeria,,Mk 9 Vosper Thornycroft,Minesweeper,Corvette,700.0,62.5,9.6,2.9,Monohull,Sleek,Raked,27.0,50.0,Single continuous,1,Twin side-by-side,2.0,Raked,Close,2.0,4 MTU 20V 956 TB92 diesels,1 OTO Melara 3 in (76 mm)/62,3.0,1.0,,Long and narrow,"Small (500-2,000 tons)",Single foremast,Medium,Simple arrays (1-2 basic radars),Plessey AWS 2; E/F-band,Racal Decca TM 1226; I-band,Signaal WM24; I/J-band,Plessey PMS 26; hull-mounted,Forward,2.0,Large (76mm-127mm),Seacat SAM,,,,,,,,Vosper Thornycroft,,1980.0,,
1019,563,566,b27bb0be-bc8f-4379-be4f-7b3affef3123,563-566,Enymiri,F 84,Nigeria,,Mk 9 Vosper Thornycroft,Minesweeper,Corvette,700.0,62.5,9.6,2.9,Monohull,Sleek,Raked,27.0,50.0,Single continuous,1,Twin side-by-side,2.0,Raked,Close,2.0,4 MTU 20V 956 TB92 diesels,1 OTO Melara 3 in (76 mm)/62,3.0,1.0,,Long and narrow,"Small (500-2,000 tons)",Single foremast,Medium,Simple arrays (1-2 basic radars),Plessey AWS 2; E/F-band,Racal Decca TM 1226; I-band,Signaal WM24; I/J-band,Plessey PMS 26; hull-mounted,Forward,2.0,Medium (30mm-76mm),Seacat SAM,,,,,,,,Vosper Thornycroft,,1980.0,,
1020,563,566,210232c4-afad-4c54-aa3b-4533ec81e97f,563-566,Ekpe,P 178,Nigeria,,Ekpe (Lürssen 57),Fast Guided Missile Patrol Craft,Large Patrol Craft,444.0,58.7,7.6,3.1,Monohull,Sleek,Raked,42.0,40.0,Single continuous,1,Twin side-by-side,2.0,Raked,Close,2.0,4 MTU 16V 956 TB92 diesels,1 OTO Melara 3 in (76 mm)/62,3.0,1.0,,Long and narrow,"Small (500-2,000 tons)",Single foremast,Low,Simple arrays (1-2 basic radars),,Racal Decca TM 1226; I-band,Signaal WM25; I/J-band,,Forward,3.0,Large (76mm-127mm),,,,,,,,,"Lürssen, Vegesack",,1980.0,,
1020,563,566,210232c4-afad-4c54-aa3b-4533ec81e97f,563-566,Ekpe,P 178,Nigeria,,Ekpe (Lürssen 57),Fast Guided Missile Patrol Craft,Large Patrol Craft,444.0,58.7,7.6,3.1,Monohull,Sleek,Raked,42.0,40.0,Single continuous,1,Twin side-by-side,2.0,Raked,Close,2.0,4 MTU 16V 956 TB92 diesels,1 OTO Melara 3 in (76 mm)/62,3.0,1.0,,Long and narrow,"Small (500-2,000 tons)",Single foremast,Low,Simple arrays (1-2 basic radars),,Racal Decca TM 1226; I-band,Signaal WM25; I/J-band,,Forward,3.0,Medium (30mm-76mm),,,,,,,,,"Lürssen, Vegesack",,1980.0,,
1021,563,566,210232c4-afad-4c54-aa3b-4533ec81e97f,563-566,Damisa,P 179,Nigeria,,Ekpe (Lürssen 57),Fast Guided Missile Patrol Craft,Large Patrol Craft,444.0,58.7,7.6,3.1,Monohull,Sleek,Raked,42.0,40.0,Single continuous,1,Twin side-by-side,2.0,Raked,Close,2.0,4 MTU 16V 956 TB92 diesels,1 OTO Melara 3 in (76 mm)/62,3.0,1.0,,Long and narrow,"Small (500-2,000 tons)",Single foremast,Low,Simple arrays (1-2 basic radars),,Racal Decca TM 1226; I-band,Signaal WM25; I/J-band,,Forward,3.0,Large (76mm-127mm),,,,,,,,,"Lürssen, Vegesack",,1980.0,,
1021,563,566,210232c4-afad-4c54-aa3b-4533ec81e97f,563-566,Damisa,P 179,Nigeria,,Ekpe (Lürssen 57),Fast Guided Missile Patrol Craft,Large Patrol Craft,444.0,58.7,7.6,3.1,Monohull,Sleek,Raked,42.0,40.0,Single continuous,1,Twin side-by-side,2.0,Raked,Close,2.0,4 MTU 16V 956 TB92 diesels,1 OTO Melara 3 in (76 mm)/62,3.0,1.0,,Long and narrow,"Small (500-2,000 tons)",Single foremast,Low,Simple arrays (1-2 basic radars),,Racal Decca TM 1226; I-band,Signaal WM25; I/J-band,,Forward,3.0,Medium (30mm-76mm),,,,,,,,,"Lürssen, Vegesack",,1980.0,,
1022,563,566,210232c4-afad-4c54-aa3b-4533ec81e97f,563-566,Agu,P 180,Nigeria,,Ekpe (Lürssen 57),Fast Guided Missile Patrol Craft,Large Patrol Craft,444.0,58.7,7.6,3.1,Monohull,Sleek,Raked,42.0,40.0,Single continuous,1,Twin side-by-side,2.0,Raked,Close,2.0,4 MTU 16V 956 TB92 diesels,1 OTO Melara 3 in (76 mm)/62,3.0,1.0,,Long and narrow,"Small (500-2,000 tons)",Single foremast,Low,Simple arrays (1-2 basic radars),,Racal Decca TM 1226; I-band,Signaal WM25; I/J-band,,Forward,3.0,Large (76mm-127mm),,,,,,,,,"Lürssen, Vegesack",,1980.0,,
1022,563,566,210232c4-afad-4c54-aa3b-4533ec81e97f,563-566,Agu,P 180,Nigeria,,Ekpe (Lürssen 57),Fast Guided Missile Patrol Craft,Large Patrol Craft,444.0,58.7,7.6,3.1,Monohull,Sleek,Raked,42.0,40.0,Single continuous,1,Twin side-by-side,2.0,Raked,Close,2.0,4 MTU 16V 956 TB92 diesels,1 OTO Melara 3 in (76 mm)/62,3.0,1.0,,Long and narrow,"Small (500-2,000 tons)",Single foremast,Low,Simple arrays (1-2 basic radars),,Racal Decca TM 1226; I-band,Signaal WM25; I/J-band,,Forward,3.0,Medium (30mm-76mm),,,,,,,,,"Lürssen, Vegesack",,1980.0,,
1023,563,566,c0101cf9-8e26-4418-867e-18ed13ce2be4,563-566,Kyanwa,A 501,Nigeria,,Balsam,Offshore Patrol Boat,Patrol Ship,1034.0,54.9,11.3,3.9,Monohull,Bulky,Bluff,13.0,53.0,Single continuous,1,Single compact,1.0,Raked,Integrated,1.0,Diesel-electric; 2 diesels; 1 motor,2 x 12.7 mm MGs,0.5,2.0,,Balanced,"Small (500-2,000 tons)",Single foremast,High,Simple arrays (1-2 basic radars),,Raytheon SPS-64(V)1,,,Multiple positions,2.0,Small (<30mm - CIWS small caliber),,,,,,,,,"Marine Iron and Shipbuilding Corp., Duluth, Minnesota",1942.0,2002.0,,
1024,563,566,c0101cf9-8e26-4418-867e-18ed13ce2be4,563-566,Ologbo,A 502,Nigeria,,Balsam,Offshore Patrol Boat,Patrol Ship,1034.0,54.9,11.3,3.9,Monohull,Bulky,Bluff,13.0,53.0,Single continuous,1,Single compact,1.0,Raked,Integrated,1.0,Diesel-electric; 2 diesels; 1 motor,2 x 12.7 mm MGs,0.5,2.0,,Balanced,"Small (500-2,000 tons)",Single foremast,High,Simple arrays (1-2 basic radars),,Raytheon SPS-64(V)1,,,Multiple positions,2.0,Small (<30mm - CIWS small caliber),,,,,,,,,"Marine Iron and Shipbuilding Corp., Duluth, Minnesota",1942.0,2002.0,,
1025,563,566,c0101cf9-8e26-4418-867e-18ed13ce2be4,563-566,Otobo,A 503,Nigeria,,Balsam,Offshore Patrol Boat,Patrol Ship,1034.0,54.9,11.3,3.9,Monohull,Bulky,Bluff,13.0,53.0,Single continuous,1,Single compact,1.0,Raked,Integrated,1.0,Diesel-electric; 2 diesels; 1 motor,2 x 12.7 mm MGs,0.5,2.0,,Balanced,"Small (500-2,000 tons)",Single foremast,High,Simple arrays (1-2 basic radars),,Raytheon SPS-64(V)1,,,Multiple positions,2.0,Small (<30mm - CIWS small caliber),,,,,,,,,"Marine Iron and Shipbuilding Corp., Duluth, Minnesota",1942.0,2002.0,,
1026,563,566,c0101cf9-8e26-4418-867e-18ed13ce2be4,563-566,Obula,A 504,Nigeria,,Balsam,Offshore Patrol Boat,Patrol Ship,1034.0,54.9,11.3,3.9,Monohull,Bulky,Bluff,13.0,53.0,Single continuous,1,Single compact,1.0,Raked,Integrated,1.0,Diesel-electric; 2 diesels; 1 motor,2 x 12.7 mm MGs,0.5,2.0,,Balanced,"Small (500-2,000 tons)",Single foremast,High,Simple arrays (1-2 basic radars),,Raytheon SPS-64(V)1,,,Multiple positions,2.0,Small (<30mm - CIWS small caliber),,,,,,,,,"Marine Iron and Shipbuilding Corp., Duluth, Minnesota",1942.0,2002.0,,
1027,563,566,8fb997c1-2f2b-423e-83eb-bf29a01f40f1,563-566,P 313-327,P 313-327,Nigeria,,Defender,Fast Patrol Boat,Response Boat,2.7,11.0,2.6,0.8,Monohull,Sleek,Axe bow,46.0,4.0,Minimal,1,Underwater exhaust,0.0,,,0.0,2 Honda outboard motors,1 x 12.7 mm MG,0.5,1.0,,Long and narrow,Very Small (<500 tons),nan,Very Low,None/Minimal,,To be announced,,,Forward,1.0,Small (<30mm - CIWS small caliber),,,,,,,,,"SAFE Boats International, Port Orchard, Washington",,2004.0,,
1028,563,566,5ed2845c-57b8-43af-bdaa-c795e60da7bf,563-566,Siri,P 181,Nigeria,,Combattante IIIB,Fast Guided Missile Patrol Craft,Fast Attack Craft,430.0,56.2,7.6,2.1,Monohull,Sleek,Raked,36.0,42.0,Single continuous,1,Twin side-by-side,2.0,Raked,Close,2.0,4 MTU 16V 956 TB92 diesels,1 OTO Melara 3 in (76 mm)/62,3.0,1.0,4.0,Long and narrow,"Small (500-2,000 tons)",Single foremast,Low,Simple arrays (1-2 basic radars),Thomson-CSF Triton (TRS 3033); G-band,Racal Decca TM 1226; I-band,Thomson-CSF Castor II (TRS 3303); I/J-band,,Forward,3.0,Large (76mm-127mm),4 MM 38 Exocet SSM,,,,,,,,"CMN, Cherbourg",,1981.0,,
1028,563,566,5ed2845c-57b8-43af-bdaa-c795e60da7bf,563-566,Siri,P 181,Nigeria,,Combattante IIIB,Fast Guided Missile Patrol Craft,Fast Attack Craft,430.0,56.2,7.6,2.1,Monohull,Sleek,Raked,36.0,42.0,Single continuous,1,Twin side-by-side,2.0,Raked,Close,2.0,4 MTU 16V 956 TB92 diesels,1 OTO Melara 3 in (76 mm)/62,3.0,1.0,4.0,Long and narrow,"Small (500-2,000 tons)",Single foremast,Low,Simple arrays (1-2 basic radars),Thomson-CSF Triton (TRS 3033); G-band,Racal Decca TM 1226; I-band,Thomson-CSF Castor II (TRS 3303); I/J-band,,Forward,3.0,Medium (30mm-76mm),4 MM 38 Exocet SSM,,,,,,,,"CMN, Cherbourg",,1981.0,,
